#{"t_start": 1743878026.4469059, "env_id": "None"}
r,l,t
24.27701,73,1924.166597
24.57601,74,1925.735317
24.27701,73,1927.621134
24.27701,73,1928.924143
24.57601,74,1930.641375
24.57601,74,1932.083983
24.27701,73,1933.33513
23.82801,72,1941.253353
24.57601,74,1942.773316
24.27701,73,1944.181147
24.27701,73,1945.830776
23.87801,72,1947.309727
23.87801,72,1948.731242
23.87801,72,1950.149338
23.87801,72,1951.617808
24.27701,73,1952.919312
24.57601,74,1954.779081
24.27701,73,1956.546084
23.87801,72,1958.406265
23.728008,72,1959.880669
24.57601,74,1962.164807
23.728008,72,1964.350545
24.27701,73,1965.627172
24.57601,74,1967.032643
23.728008,72,1968.426038
24.57601,74,1970.405081
24.57601,74,1971.750376
24.57601,74,1974.0363
24.57601,74,1975.43429
24.27701,73,1977.345361
24.27701,73,1978.689173
23.82801,72,1981.171142
23.87801,72,1982.676713
24.57601,74,1984.538107
24.22701,73,1985.90618
23.87801,72,1993.104859
23.87801,72,1994.979191
23.87801,72,1996.621744
24.57601,74,1998.25501
24.57601,74,1999.609432
24.27701,73,2000.917248
24.57601,74,2002.342678
24.57601,74,2003.853854
24.57601,74,2005.77346
24.57601,74,2007.053365
24.27701,73,2009.255496
24.27701,73,2010.710518
24.57601,74,2012.5819
24.57601,74,2013.932958
24.27701,73,2015.961176
24.57601,74,2017.265981
24.57601,74,2019.067404
23.87801,72,2020.879259
24.27701,73,2022.539284
23.87801,72,2024.249149
24.57601,74,2025.696023
23.87801,72,2027.120408
24.57601,74,2028.41601
24.57601,74,2030.237303
24.57601,74,2031.765987
24.57601,74,2033.730692
24.27701,73,2035.062903
23.87801,72,2036.431552
24.27701,73,2043.117287
24.57601,74,2044.498212
24.27701,73,2046.166052
24.57601,74,2047.515026
24.27701,73,2048.960054
24.57601,74,2050.450624
24.27701,73,2051.780465
23.87801,72,2053.507993
23.87801,72,2054.944093
23.87801,72,2056.201424
24.57601,74,2057.568017
24.27701,73,2058.845753
24.57601,74,2061.004969
24.57601,74,2062.475875
24.27701,73,2064.437285
23.87801,72,2066.024765
24.27701,73,2067.788698
24.27701,73,2069.24581
23.82801,72,2071.124677
24.52601,74,2072.671309
24.27701,73,2074.938635
24.27701,73,2076.60678
24.27701,73,2077.944299
23.87801,72,2079.367838
24.57601,74,2080.66899
24.57601,74,2082.030891
23.87801,72,2083.339828
24.27701,73,2084.933855
24.27701,73,2091.801335
23.87801,72,2093.143471
24.27701,73,2094.425093
24.57601,74,2095.748369
24.57601,74,2097.12801
24.57601,74,2098.687271
24.57601,74,2100.371644
24.57601,74,2101.889228
23.87801,72,2103.600818
23.87801,72,2105.485587
23.87801,72,2107.132104
24.27701,73,2108.42182
24.57601,74,2109.835705
24.57601,74,2111.313063
24.57601,74,2112.695927
24.27701,73,2114.435088
23.87801,72,2115.914096
24.57601,74,2117.302289
24.57601,74,2118.71119
23.728008,72,2120.079837
23.87801,72,2122.414069
24.27701,73,2124.455703
24.57601,74,2126.334823
24.57601,74,2128.086597
24.27701,73,2129.873986
24.57601,74,2132.133733
24.57601,74,2133.649746
24.27701,73,2135.724886
24.57601,74,2144.312906
24.27701,73,2145.635344
24.57601,74,2146.99884
24.57601,74,2148.345117
24.27701,73,2149.669601
24.57601,74,2151.536924
24.27701,73,2153.120501
24.57601,74,2154.476
24.57601,74,2156.279128
24.27701,73,2157.644809
24.57601,74,2159.21541
24.27701,73,2161.076627
24.27701,73,2162.546463
23.87801,72,2164.354218
24.27701,73,2165.845375
24.27701,73,2167.27802
24.57601,74,2168.608223
24.57601,74,2170.071435
24.27701,73,2171.581166
23.87801,72,2172.891798
24.27701,73,2174.919421
24.57601,74,2176.519132
24.57601,74,2178.42818
23.87801,72,2179.879385
23.728008,72,2181.591681
24.57601,74,2183.028728
24.57601,74,2184.426397
23.728008,72,2186.478768
24.52601,74,2193.374884
23.87801,72,2194.660728
23.728008,72,2195.939425
24.27701,73,2197.277859
24.57601,74,2198.638277
24.57601,74,2200.341588
24.27701,73,2201.860474
24.57601,74,2203.258745
23.728008,72,2204.595288
24.27701,73,2206.588071
24.57601,74,2207.938978
23.728008,72,2209.919418
23.87801,72,2211.45144
24.52601,74,2213.13162
24.57601,74,2214.514076
24.57601,74,2216.576786
24.27701,73,2218.09662
23.87801,72,2219.940681
23.87801,72,2221.279683
24.27701,73,2223.452503
24.27701,73,2225.068677
23.87801,72,2226.870025
24.22701,73,2228.422614
24.57601,74,2230.424144
23.87801,72,2232.144252
24.27701,73,2233.746366
24.57601,74,2235.84126
24.27701,73,2237.536426
23.87801,72,2245.420464
23.87801,72,2246.740445
24.57601,74,2248.071912
23.87801,72,2249.552542
24.57601,74,2251.307587
23.87801,72,2252.800565
24.27701,73,2254.58276
24.57601,74,2255.990237
24.57601,74,2257.320718
23.87801,72,2258.671352
24.57601,74,2260.111408
24.27701,73,2262.331803
24.57601,74,2263.687407
24.57601,74,2265.574997
24.57601,74,2267.188135
23.728008,72,2268.809943
24.27701,73,2270.113915
23.728008,72,2272.046951
24.57601,74,2273.594147
24.57601,74,2275.2031
24.57601,74,2276.566038
24.57601,74,2278.054747
24.52601,74,2279.444051
24.57601,74,2281.155658
23.87801,72,2282.86101
24.57601,74,2284.708135
24.57601,74,2286.026204
24.57601,74,2287.38517
23.329008,71,2293.974075
24.57601,74,2295.276634
23.728008,72,2296.596188
23.87801,72,2297.94306
24.57601,74,2299.486975
24.27701,73,2301.061201
24.57601,74,2302.513742
24.57601,74,2303.824168
23.87801,72,2305.285901
24.57601,74,2307.404735
24.27701,73,2308.742825
24.27701,73,2310.401905
24.57601,74,2311.798896
24.27701,73,2313.102811
24.27701,73,2314.491419
24.27701,73,2315.933315
23.87801,72,2317.709186
24.57601,74,2319.08441
24.57601,74,2320.417095
24.57601,74,2322.583626
23.87801,72,2324.181839
23.87801,72,2326.101822
23.87801,72,2327.423377
23.87801,72,2329.363235
23.87801,72,2330.872711
24.27701,73,2332.361138
22.930008,70,2333.631814
23.87801,72,2335.021498
24.57601,74,2343.400631
24.57601,74,2344.747247
23.87801,72,2346.026151
24.57601,74,2347.424753
24.27701,73,2348.744731
24.57601,74,2350.180825
24.57601,74,2352.03499
23.87801,72,2353.547707
23.87801,72,2355.416718
23.87801,72,2357.061353
23.87801,72,2359.172883
24.57601,74,2360.516054
23.87801,72,2362.70382
24.27701,73,2364.04201
24.27701,73,2365.404072
24.57601,74,2367.508267
24.27701,73,2368.897173
24.57601,74,2370.715111
24.57601,74,2372.040372
24.57601,74,2373.543961
23.87801,72,2374.851458
24.57601,74,2376.497749
23.87801,72,2378.226742
24.57601,74,2379.675241
23.87801,72,2381.033553
23.728008,72,2382.27544
24.57601,74,2383.620918
24.57601,74,2385.08083
23.87801,72,2393.41706
24.57601,74,2394.921116
24.57601,74,2396.369955
24.57601,74,2397.75924
23.87801,72,2399.174719
23.87801,72,2400.594088
24.57601,74,2402.523999
24.57601,74,2404.077765
24.27701,73,2406.668918
24.57601,74,2408.009945
24.57601,74,2410.073253
24.27701,73,2411.530365
23.87801,72,2413.328979
23.87801,72,2414.6818
24.57601,74,2416.070845
24.27701,73,2418.001821
24.27701,73,2419.328323
24.57601,74,2420.817159
24.57601,74,2422.759803
24.57601,74,2424.335254
24.57601,74,2425.919163
24.27701,73,2427.185944
24.27701,73,2428.454027
24.57601,74,2429.902972
23.87801,72,2431.460036
23.87801,72,2433.02088
24.57601,74,2434.340926
24.57601,74,2435.793067
24.57601,74,2443.317613
24.52601,74,2444.692621
23.87801,72,2445.97261
24.57601,74,2447.290464
23.87801,72,2448.562608
24.57601,74,2449.961454
24.57601,74,2451.556044
23.87801,72,2453.124758
23.87801,72,2454.442976
24.57601,74,2455.921237
24.57601,74,2457.839127
23.87801,72,2459.191355
24.57601,74,2461.169425
24.57601,74,2462.71168
24.57601,74,2464.392487
24.57601,74,2465.756629
24.57601,74,2467.801253
23.87801,72,2469.310467
23.87801,72,2471.144705
24.57601,74,2472.633579
24.57601,74,2475.013364
24.27701,73,2476.600578
24.57601,74,2478.088041
24.57601,74,2479.526619
23.87801,72,2480.977705
23.87801,72,2482.846866
23.87801,72,2484.242922
23.87801,72,2486.616666
23.87801,72,2494.48736
24.57601,74,2495.799342
24.57601,74,2497.159079
23.87801,72,2498.464735
24.57601,74,2499.794861
24.27701,73,2501.2256
24.57601,74,2503.387471
24.57601,74,2504.749534
24.57601,74,2507.120692
24.57601,74,2508.495775
24.57601,74,2510.465896
24.57601,74,2511.878851
23.87801,72,2514.13025
24.27701,73,2515.59958
24.57601,74,2517.289519
24.27701,73,2518.761006
24.57601,74,2520.076915
23.87801,72,2521.379688
23.87801,72,2523.04376
23.87801,72,2524.473016
24.57601,74,2525.821625
24.57601,74,2527.850303
24.57601,74,2529.445814
24.57601,74,2531.410741
23.87801,72,2532.765735
24.57601,74,2534.738183
22.930008,70,2536.181276
23.87801,72,2538.123982
24.57601,74,2545.643564
24.57601,74,2546.927571
23.87801,72,2548.209067
24.57601,74,2549.539009
23.87801,72,2551.037194
24.57601,74,2552.867014
24.57601,74,2554.460351
24.57601,74,2556.239676
24.27701,73,2557.701656
24.57601,74,2559.004046
24.27701,73,2560.372617
24.57601,74,2561.849612
24.27701,73,2563.599867
24.57601,74,2564.99646
24.57601,74,2566.335402
24.57601,74,2568.956565
24.57601,74,2571.231533
23.87801,72,2572.904615
24.57601,74,2575.312937
24.57601,74,2576.83005
24.57601,74,2578.455391
23.728008,72,2579.965045
23.728008,72,2581.313536
24.57601,74,2583.099349
24.57601,74,2584.475924
24.52601,74,2586.058315
23.87801,72,2587.362729
24.57601,74,2589.218194
24.57601,74,2596.743761
24.57601,74,2598.294409
24.57601,74,2599.816258
23.87801,72,2601.288956
24.27701,73,2603.459854
23.87801,72,2605.150968
23.87801,72,2607.504892
24.57601,74,2609.502778
24.57601,74,2611.030456
24.57601,74,2612.629142
24.57601,74,2614.169959
24.57601,74,2615.786938
24.27701,73,2617.263948
24.57601,74,2619.432953
24.27701,73,2621.1613
24.57601,74,2622.707032
24.57601,74,2624.004828
23.87801,72,2625.328989
23.87801,72,2626.809536
24.57601,74,2628.81868
23.87801,72,2630.231743
24.57601,74,2632.349659
23.87801,72,2633.966137
24.57601,74,2635.740337
24.52601,74,2637.463729
24.57601,74,2639.479795
22.930008,70,2640.728843
24.57601,74,2648.875621
24.27701,73,2650.229367
23.87801,72,2651.526315
24.57601,74,2653.365122
24.57601,74,2654.97316
24.57601,74,2656.666475
24.57601,74,2658.388011
24.57601,74,2659.941647
24.57601,74,2661.665877
23.87801,72,2663.394451
23.87801,72,2665.10858
24.57601,74,2666.532887
24.57601,74,2668.419971
23.87801,72,2670.152795
24.57601,74,2672.062938
24.57601,74,2674.175249
24.57601,74,2675.515507
24.57601,74,2676.930064
24.57601,74,2679.040233
23.87801,72,2680.96133
24.57601,74,2683.113112
24.57601,74,2684.814895
23.87801,72,2686.161473
24.57601,74,2687.623157
24.57601,74,2688.991469
24.57601,74,2690.413216
24.57601,74,2692.078249
23.87801,72,2693.618222
24.57601,74,2701.190681
24.57601,74,2702.508782
24.57601,74,2703.839061
24.57601,74,2705.174799
24.57601,74,2706.566743
24.57601,74,2708.378872
23.87801,72,2710.231266
24.57601,74,2711.909063
24.57601,74,2713.547091
24.57601,74,2714.929054
24.57601,74,2716.289972
24.57601,74,2717.743129
24.57601,74,2719.210007
24.57601,74,2720.558033
23.87801,72,2721.978807
24.57601,74,2723.319191
24.57601,74,2724.960271
24.57601,74,2726.840068
24.57601,74,2728.247079
24.57601,74,2730.230209
23.87801,72,2731.544542
23.87801,72,2733.179059
24.57601,74,2734.586534
24.57601,74,2736.230066
24.27701,73,2737.816889
24.27701,73,2739.113007
24.57601,74,2740.467775
24.57601,74,2741.902145
24.57601,74,2748.56212
24.52601,74,2749.917851
24.57601,74,2751.262679
23.87801,72,2752.772939
24.57601,74,2754.862441
24.57601,74,2756.250175
24.57601,74,2758.026324
24.27701,73,2759.328344
24.57601,74,2760.736989
24.52601,74,2762.0477
24.57601,74,2763.849873
24.27701,73,2765.28911
24.57601,74,2766.648232
24.57601,74,2768.0818
24.57601,74,2769.895042
23.87801,72,2771.230254
24.57601,74,2772.598213
24.57601,74,2774.468285
24.57601,74,2776.018454
24.57601,74,2778.017027
24.57601,74,2779.36921
24.57601,74,2781.371159
24.57601,74,2782.670792
24.57601,74,2784.176691
24.27701,73,2785.58364
23.87801,72,2787.365647
24.57601,74,2789.146352
24.57601,74,2790.761177
24.57601,74,2797.813882
23.87801,72,2799.271776
24.57601,74,2800.648268
24.57601,74,2802.006449
23.87801,72,2803.857404
24.57601,74,2806.006869
23.87801,72,2807.386519
24.57601,74,2808.748785
23.87801,72,2810.132819
23.728008,72,2811.537695
24.57601,74,2812.877087
24.57601,74,2814.228437
24.27701,73,2815.460577
23.87801,72,2817.073242
23.728008,72,2818.621878
24.57601,74,2820.180726
24.57601,74,2821.493243
23.87801,72,2822.9299
24.57601,74,2824.900687
24.57601,74,2826.227136
24.57601,74,2828.445203
24.57601,74,2830.106802
23.87801,72,2831.579208
24.57601,74,2832.880282
24.57601,74,2834.409328
24.57601,74,2835.759605
24.57601,74,2837.146507
23.82801,72,2838.698536
23.87801,72,2846.643182
24.57601,74,2847.969733
23.87801,72,2849.237774
24.57601,74,2850.54898
23.87801,72,2851.914325
24.57601,74,2853.526255
24.57601,74,2855.091859
23.87801,72,2856.361356
23.728008,72,2857.679455
24.57601,74,2859.589571
24.57601,74,2860.950044
24.57601,74,2862.817322
23.87801,72,2864.899461
24.57601,74,2866.716043
24.57601,74,2868.067455
24.57601,74,2869.547258
23.87801,72,2870.838421
24.57601,74,2872.240415
23.87801,72,2873.714185
24.57601,74,2875.567761
24.27701,73,2876.890586
24.57601,74,2878.222774
24.27701,73,2880.152902
24.57601,74,2881.690647
23.87801,72,2883.633122
24.57601,74,2885.083605
24.57601,74,2886.916957
24.57601,74,2888.212683
23.87801,72,2895.489388
24.57601,74,2896.820106
24.57601,74,2898.158289
24.57601,74,2899.497555
24.57601,74,2900.921711
24.57601,74,2902.257586
24.57601,74,2903.839414
24.57601,74,2905.458705
23.87801,72,2906.784068
24.57601,74,2908.271582
24.57601,74,2910.393002
23.87801,72,2911.740521
24.57601,74,2913.773569
24.57601,74,2915.326262
23.87801,72,2917.368841
23.329008,71,2918.735834
24.57601,74,2920.717038
24.57601,74,2922.186411
24.27701,73,2923.622974
24.57601,74,2926.049979
24.57601,74,2927.598996
24.57601,74,2929.131108
24.57601,74,2930.43602
23.728008,72,2931.933115
24.57601,74,2933.330334
24.57601,74,2935.296769
24.57601,74,2936.630522
24.57601,74,2938.941741
24.57601,74,2946.029724
24.57601,74,2947.361913
24.57601,74,2948.68941
24.57601,74,2950.039387
24.57601,74,2951.402966
23.87801,72,2952.767922
24.57601,74,2954.478792
24.57601,74,2956.254908
24.57601,74,2957.566763
24.57601,74,2959.076927
24.57601,74,2960.377169
24.57601,74,2961.71381
23.87801,72,2963.072756
24.57601,74,2964.964877
24.57601,74,2966.946082
24.57601,74,2968.666801
24.57601,74,2970.184158
24.57601,74,2972.071435
24.57601,74,2973.383613
23.87801,72,2975.262619
24.27701,73,2976.886215
24.57601,74,2978.769791
24.57601,74,2980.329822
24.57601,74,2982.058426
23.87801,72,2984.238984
24.57601,74,2985.825653
24.57601,74,2987.274484
24.57601,74,2988.744857
24.57601,74,2996.827938
24.57601,74,2998.135011
24.57601,74,2999.502967
24.57601,74,3000.855941
24.57601,74,3002.231483
24.57601,74,3003.689209
24.57601,74,3005.478094
24.57601,74,3006.95844
24.57601,74,3008.871206
24.57601,74,3010.625155
24.57601,74,3012.558811
24.57601,74,3014.192897
24.57601,74,3016.087512
24.57601,74,3017.739781
24.57601,74,3019.418921
24.57601,74,3021.046494
24.22701,73,3022.323868
24.57601,74,3024.234995
24.57601,74,3025.689103
23.87801,72,3027.061413
24.57601,74,3028.434158
24.57601,74,3029.774898
24.57601,74,3031.34147
24.57601,74,3032.636195
24.57601,74,3034.441512
24.57601,74,3035.797262
24.57601,74,3037.773138
24.57601,74,3045.056003
24.57601,74,3046.560313
24.57601,74,3047.983492
24.57601,74,3050.033012
24.57601,74,3051.400877
24.57601,74,3052.9171
24.57601,74,3054.23108
24.57601,74,3055.748369
24.57601,74,3057.115995
23.87801,72,3058.477876
24.57601,74,3060.484612
24.57601,74,3062.094966
23.87801,72,3063.787031
24.57601,74,3065.191261
24.27701,73,3066.656057
24.57601,74,3068.091117
24.57601,74,3069.494752
24.57601,74,3071.240912
24.57601,74,3072.866602
24.52601,74,3074.681322
24.57601,74,3076.131515
24.57601,74,3077.903112
24.57601,74,3079.257295
24.57601,74,3081.131963
23.87801,72,3082.480947
24.57601,74,3084.770085
24.57601,74,3086.443338
24.57601,74,3088.116215
24.57601,74,3095.594721
24.57601,74,3096.944737
24.57601,74,3098.736505
24.57601,74,3100.086712
24.57601,74,3101.581235
24.57601,74,3102.896984
24.57601,74,3104.189763
23.87801,72,3106.135831
24.57601,74,3107.862737
24.57601,74,3109.658749
24.57601,74,3111.266267
24.57601,74,3113.253041
24.57601,74,3114.739357
24.27701,73,3116.412925
24.57601,74,3117.843956
24.57601,74,3119.405439
24.57601,74,3121.325727
24.57601,74,3122.6814
24.57601,74,3124.777652
24.57601,74,3126.246591
24.57601,74,3128.270709
24.27701,73,3129.755682
24.57601,74,3131.527762
24.57601,74,3132.858888
23.87801,72,3134.140709
24.57601,74,3136.051362
24.57601,74,3137.949371
24.27701,73,3139.809239
24.57601,74,3146.559693
24.57601,74,3147.899295
24.57601,74,3149.36883
24.57601,74,3151.108318
24.57601,74,3152.805631
24.57601,74,3154.575291
24.57601,74,3156.354325
24.57601,74,3158.096678
24.27701,73,3159.378774
24.57601,74,3161.281719
24.57601,74,3162.768048
23.87801,72,3164.619798
24.57601,74,3165.930531
24.57601,74,3167.950057
24.57601,74,3169.370766
24.57601,74,3171.08898
24.57601,74,3172.493322
24.57601,74,3173.931565
24.57601,74,3175.256271
24.57601,74,3176.677803
24.57601,74,3178.26117
24.57601,74,3180.348685
24.57601,74,3181.694859
24.57601,74,3183.068446
24.57601,74,3184.421783
24.57601,74,3186.460677
24.57601,74,3188.034064
24.57601,74,3190.100726
24.57601,74,3198.469657
24.57601,74,3199.744807
24.57601,74,3201.18675
24.57601,74,3202.556926
24.57601,74,3203.894726
24.57601,74,3205.456868
23.87801,72,3207.078092
23.87801,72,3208.406837
24.57601,74,3209.87538
24.57601,74,3211.656065
24.57601,74,3213.029437
24.57601,74,3215.006192
23.87801,72,3216.632901
24.57601,74,3218.616476
24.57601,74,3219.931432
23.87801,72,3221.348754
24.57601,74,3222.640827
24.57601,74,3223.950781
23.87801,72,3225.233329
24.52601,74,3227.161175
24.57601,74,3228.586766
24.57601,74,3229.970941
24.57601,74,3231.882811
24.57601,74,3233.55784
24.57601,74,3235.648118
24.27701,73,3237.225587
24.57601,74,3239.633148
24.57601,74,3246.464242
24.57601,74,3247.733977
23.87801,72,3249.02581
24.57601,74,3250.427146
24.57601,74,3252.629382
24.57601,74,3253.920529
24.57601,74,3255.818794
24.57601,74,3257.521654
24.57601,74,3259.064894
24.57601,74,3260.581254
24.57601,74,3262.997609
24.57601,74,3265.094614
23.87801,72,3266.472151
24.57601,74,3267.847561
24.57601,74,3269.247405
24.57601,74,3270.607354
23.87801,72,3272.746612
24.57601,74,3274.192725
24.57601,74,3276.304398
24.57601,74,3277.85491
24.57601,74,3279.509515
24.57601,74,3280.844904
24.57601,74,3282.137349
24.57601,74,3283.474174
24.57601,74,3284.807152
24.57601,74,3286.337157
23.87801,72,3287.927208
24.57601,74,3289.652692
24.57601,74,3295.789081
24.57601,74,3297.047082
24.57601,74,3298.396595
24.57601,74,3299.795244
24.57601,74,3301.328606
24.57601,74,3302.907822
24.57601,74,3304.21067
23.87801,72,3305.579121
24.57601,74,3307.594128
24.57601,74,3309.07772
24.57601,74,3311.321506
24.57601,74,3313.078948
24.57601,74,3314.784187
24.57601,74,3316.101533
24.57601,74,3317.436581
24.57601,74,3318.813015
24.57601,74,3320.173425
24.57601,74,3321.957456
24.57601,74,3323.618468
24.57601,74,3325.185416
24.27701,73,3327.030643
24.57601,74,3328.332952
24.27701,73,3330.033373
24.57601,74,3331.32713
24.57601,74,3332.742992
24.57601,74,3334.131137
24.57601,74,3335.509118
24.57601,74,3337.389721
24.57601,74,3344.09147
24.57601,74,3345.37677
24.57601,74,3346.716074
24.57601,74,3348.025172
24.57601,74,3349.351857
24.57601,74,3350.680035
24.57601,74,3352.551484
24.57601,74,3353.886433
24.57601,74,3355.901755
24.57601,74,3357.327286
24.57601,74,3359.23757
24.57601,74,3360.567979
24.57601,74,3362.467049
24.57601,74,3363.823112
24.57601,74,3365.673716
24.57601,74,3367.039831
24.57601,74,3369.011997
24.57601,74,3370.334136
24.57601,74,3372.043161
23.87801,72,3373.364045
23.87801,72,3375.093709
24.57601,74,3376.565818
24.57601,74,3378.498037
24.57601,74,3379.867686
24.57601,74,3381.165036
24.57601,74,3382.444174
23.87801,72,3383.81562
23.87801,72,3385.227345
24.57601,74,3392.124877
24.57601,74,3393.550508
24.57601,74,3394.912722
24.57601,74,3396.25647
24.57601,74,3398.103105
24.27701,73,3399.466429
24.57601,74,3401.394448
24.57601,74,3402.765543
24.27701,73,3404.597535
24.57601,74,3405.935232
24.57601,74,3407.63416
24.57601,74,3409.001327
24.57601,74,3410.364475
24.57601,74,3411.925274
24.57601,74,3413.522688
24.57601,74,3414.883577
24.57601,74,3416.240885
24.57601,74,3418.129493
24.57601,74,3419.526139
24.57601,74,3421.461896
24.57601,74,3422.835799
24.57601,74,3424.563208
24.57601,74,3425.866461
24.57601,74,3427.233249
24.57601,74,3428.517395
24.57601,74,3429.906354
24.57601,74,3431.234907
24.57601,74,3438.44315
24.57601,74,3439.839756
23.87801,72,3441.191347
24.57601,74,3443.14276
24.57601,74,3444.594517
23.87801,72,3446.310555
24.57601,74,3447.649003
24.57601,74,3448.976475
24.57601,74,3450.309665
23.87801,72,3451.666298
23.87801,72,3453.321666
23.87801,72,3454.659
23.87801,72,3455.987092
23.87801,72,3457.811611
24.57601,74,3459.44964
23.87801,72,3460.950713
24.57601,74,3463.030817
24.57601,74,3464.505859
23.87801,72,3466.506433
23.87801,72,3467.835567
24.57601,74,3469.56179
24.57601,74,3471.026737
24.57601,74,3472.734065
23.87801,72,3474.025444
24.57601,74,3475.338723
24.57601,74,3476.655811
24.57601,74,3478.461185
24.57601,74,3479.833981
24.57601,74,3487.036306
24.57601,74,3488.37395
24.27701,73,3489.681165
24.57601,74,3491.063049
23.87801,72,3492.801507
24.57601,74,3494.327351
24.57601,74,3495.669734
23.87801,72,3497.050524
23.87801,72,3498.881569
24.57601,74,3500.615067
24.57601,74,3501.996526
23.87801,72,3504.324118
23.87801,72,3505.897454
24.57601,74,3507.54113
24.57601,74,3508.865835
24.57601,74,3510.174753
24.57601,74,3511.479835
24.27701,73,3513.280934
23.87801,72,3514.998449
24.57601,74,3516.936779
23.87801,72,3518.380102
24.57601,74,3520.086007
23.87801,72,3521.41045
23.87801,72,3523.269074
23.87801,72,3524.869909
23.87801,72,3526.555642
24.57601,74,3528.185162
24.57601,74,3529.915933
23.87801,72,3535.941426
23.87801,72,3537.388929
24.57601,74,3539.040468
24.57601,74,3540.361934
24.57601,74,3541.675775
23.87801,72,3543.484188
24.57601,74,3545.040355
24.57601,74,3546.767807
23.87801,72,3548.443515
24.57601,74,3549.765813
24.57601,74,3551.551071
24.57601,74,3552.813984
24.57601,74,3554.553166
24.57601,74,3555.887305
24.57601,74,3557.355913
24.57601,74,3559.054872
24.57601,74,3560.378508
24.57601,74,3561.758824
24.57601,74,3563.572796
24.57601,74,3565.331769
24.57601,74,3566.720713
24.57601,74,3568.105886
23.87801,72,3569.444219
24.57601,74,3570.841914
24.57601,74,3572.249219
24.57601,74,3574.210135
24.57601,74,3575.606915
24.57601,74,3577.569994
24.57601,74,3584.266678
24.57601,74,3585.57653
24.27701,73,3586.879187
24.57601,74,3588.659456
24.57601,74,3590.051389
24.57601,74,3591.92709
24.57601,74,3593.280419
24.57601,74,3595.237221
24.57601,74,3596.586273
24.57601,74,3598.297303
24.57601,74,3599.705848
23.87801,72,3600.9997
24.57601,74,3602.323441
24.57601,74,3604.47145
24.57601,74,3606.497274
24.57601,74,3608.14073
24.57601,74,3609.51111
24.57601,74,3611.076071
24.57601,74,3612.545038
24.57601,74,3614.480036
24.57601,74,3615.866454
24.57601,74,3617.37006
24.57601,74,3619.851204
24.57601,74,3621.705026
24.57601,74,3623.711533
24.57601,74,3625.098829
23.87801,72,3626.411753
24.57601,74,3627.842471
24.57601,74,3635.403834
24.57601,74,3636.699913
23.87801,72,3637.975368
24.57601,74,3639.324689
24.57601,74,3640.716903
24.27701,73,3642.253185
24.57601,74,3644.274966
24.57601,74,3645.737979
24.57601,74,3647.633878
24.57601,74,3649.126042
24.57601,74,3650.417153
24.57601,74,3651.799034
24.57601,74,3653.55154
24.57601,74,3655.549984
24.57601,74,3657.267876
24.57601,74,3659.052631
24.57601,74,3660.835827
24.57601,74,3662.498113
24.57601,74,3663.801587
24.57601,74,3665.407943
24.57601,74,3666.78672
24.57601,74,3668.241766
24.57601,74,3669.801715
24.57601,74,3671.23452
24.57601,74,3672.552954
24.57601,74,3674.618267
24.57601,74,3676.010742
24.57601,74,3678.187821
24.57601,74,3685.497366
24.57601,74,3686.845789
24.57601,74,3688.151556
24.57601,74,3689.510151
24.57601,74,3690.963945
24.57601,74,3692.410642
24.57601,74,3694.264172
24.57601,74,3695.783072
24.57601,74,3697.622699
24.57601,74,3699.163729
24.57601,74,3700.536311
24.57601,74,3701.888459
24.57601,74,3703.505731
24.57601,74,3705.123347
24.57601,74,3706.480995
24.57601,74,3707.77394
24.57601,74,3710.022665
24.57601,74,3711.606144
24.52601,74,3713.678715
24.57601,74,3715.365244
24.57601,74,3716.805276
